subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,is_churned,account_name,industry,country,signup_date,referral_source,total_usage_events,total_usage_mins,total_errors,distinct_active_days,total_support_tickets,avg_satisfaction_score,avg_resolution_time_hrs,is_high_risk
S-0bb284,A-b07b56,2024-12-16,,Pro,27,1323,15876,False,False,False,False,monthly,False,0,Company_292,DevTools,US,2024-11-08,event,3.0,171.06666666666666,1.0,3.0,4.0,3.0,31.25,1
S-0283b5,A-443f6f,2024-12-10,,Pro,19,931,11172,False,False,False,False,annual,True,0,Company_304,Cybersecurity,US,2024-12-07,organic,5.0,241.68333333333334,0.0,5.0,4.0,4.666666666666667,28.0,0
S-9a8f71,A-a7bd4b,2023-03-19,,Pro,8,392,4704,False,False,False,False,annual,True,0,Company_363,Cybersecurity,US,2023-02-15,ads,7.0,332.75,9.0,7.0,6.0,3.25,36.833333333333336,0
S-44c9ae,A-f3ff05,2024-11-10,,Basic,2,0,0,True,False,False,False,annual,False,0,Company_44,FinTech,IN,2024-07-06,other,10.0,485.35,8.0,10.0,3.0,3.5,42.666666666666664,0
S-c98905,A-de24d5,2024-12-28,,Pro,5,245,2940,False,False,False,False,monthly,False,0,Company_231,DevTools,US,2024-11-05,other,3.0,104.03333333333333,2.0,3.0,7.0,3.0,43.142857142857146,1
S-bcbe03,A-2789e3,2024-10-22,,Basic,11,209,2508,False,False,False,False,monthly,False,0,Company_268,FinTech,US,2024-09-14,partner,3.0,124.05,3.0,3.0,4.0,4.0,47.25,1
S-9871f4,A-8e47ca,2024-03-05,,Basic,19,361,4332,False,False,False,False,monthly,True,0,Company_191,HealthTech,US,2024-02-15,organic,3.0,242.75,3.0,3.0,5.0,4.0,33.4,1
S-635c1e,A-b2af2e,2024-12-31,,Basic,54,1026,12312,False,False,True,False,annual,False,0,Company_227,Cybersecurity,UK,2024-08-24,event,5.0,398.4166666666667,2.0,5.0,2.0,4.0,39.5,0
S-d32fbc,A-798a3f,2024-07-01,,Basic,12,228,2736,False,False,False,False,monthly,True,0,Company_463,DevTools,FR,2023-10-19,other,5.0,182.41666666666666,4.0,5.0,5.0,4.0,33.0,0
S-17e05f,A-fa3095,2024-12-18,,Pro,70,3430,41160,False,False,False,False,annual,True,0,Company_174,FinTech,US,2023-09-03,ads,3.0,207.76666666666668,8.0,3.0,5.0,5.0,49.2,1
S-9c6bd0,A-075038,2024-04-11,,Basic,17,323,3876,False,False,False,False,monthly,True,0,Company_397,HealthTech,UK,2023-05-12,ads,6.0,327.4166666666667,4.0,6.0,2.0,3.0,43.5,0
S-90d405,A-d62e02,2024-12-30,,Enterprise,6,1194,14328,False,False,False,False,monthly,False,0,Company_420,Cybersecurity,US,2024-08-20,partner,3.0,279.78333333333336,5.0,3.0,1.0,4.0,36.0,1
S-d80516,A-f19409,2023-04-22,,Pro,44,2156,25872,False,True,False,False,annual,True,0,Company_105,DevTools,US,2023-03-16,other,2.0,164.31666666666666,1.0,2.0,3.0,4.0,6.333333333333333,1
S-425607,A-ffdfd5,2024-06-11,,Basic,21,399,4788,False,False,False,False,annual,True,0,Company_365,EdTech,US,2024-04-13,organic,6.0,309.51666666666665,4.0,6.0,0.0,,,0
S-0eb2e0,A-970c97,2024-03-23,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,0,Company_477,HealthTech,DE,2024-03-01,other,6.0,301.73333333333335,2.0,6.0,1.0,5.0,61.0,0
S-fe753c,A-0532a9,2024-11-23,,Basic,19,361,4332,False,False,False,False,monthly,True,0,Company_170,FinTech,IN,2024-09-25,event,4.0,175.28333333333333,2.0,4.0,8.0,3.0,30.75,0
S-cb54dc,A-560d27,2024-11-17,,Enterprise,42,0,0,True,False,False,False,annual,False,0,Company_266,DevTools,US,2024-05-05,organic,7.0,269.9,10.0,7.0,4.0,3.6666666666666665,30.75,0
S-e338a1,A-d40bf7,2024-12-14,,Pro,59,2891,34692,False,False,False,False,monthly,True,0,Company_11,FinTech,IN,2024-11-08,organic,4.0,220.21666666666667,2.0,4.0,2.0,5.0,20.5,0
S-441ab2,A-e36807,2024-07-07,,Basic,25,0,0,True,False,False,False,annual,True,0,Company_164,EdTech,AU,2024-05-17,other,3.0,81.83333333333333,5.0,3.0,2.0,4.5,41.0,1
S-bb9299,A-7da956,2024-10-16,,Pro,13,0,0,True,False,False,False,annual,True,0,Company_141,Cybersecurity,US,2024-06-02,event,4.0,98.05,2.0,4.0,3.0,5.0,32.666666666666664,0
S-07c505,A-bc4d48,2024-07-12,,Pro,35,1715,20580,False,True,False,False,monthly,True,0,Company_343,EdTech,US,2024-06-12,ads,5.0,373.28333333333336,1.0,5.0,6.0,4.2,41.166666666666664,0
S-cd3a01,A-98a59a,2024-05-10,,Basic,56,1064,12768,False,False,False,False,monthly,False,0,Company_80,FinTech,UK,2023-08-04,partner,2.0,110.25,0.0,2.0,3.0,4.5,37.333333333333336,1
S-9d78e2,A-d3c88e,2024-12-28,,Enterprise,47,9353,112236,False,False,False,False,monthly,True,0,Company_490,DevTools,US,2024-10-18,event,4.0,171.18333333333334,2.0,4.0,3.0,4.0,58.0,0
S-8ca516,A-f19409,2024-09-21,,Pro,23,1127,13524,False,False,False,False,annual,True,0,Company_105,DevTools,US,2023-03-16,other,4.0,247.13333333333333,3.0,4.0,3.0,4.0,6.333333333333333,0
S-cafa84,A-bbc346,2024-09-16,,Enterprise,19,3781,45372,False,False,False,False,annual,True,0,Company_138,FinTech,US,2024-08-29,partner,7.0,359.73333333333335,6.0,7.0,3.0,4.5,45.333333333333336,0
S-92f4b4,A-6da850,2024-02-09,,Basic,18,342,4104,False,False,False,False,monthly,True,0,Company_293,FinTech,IN,2023-10-07,organic,1.0,89.75,0.0,1.0,5.0,4.0,49.0,1
S-1ad713,A-f97b9a,2024-06-19,,Enterprise,16,3184,38208,False,False,False,False,annual,True,0,Company_159,FinTech,US,2023-07-09,event,5.0,385.56666666666666,4.0,5.0,7.0,3.6666666666666665,31.714285714285715,0
S-d9eb73,A-32fb14,2023-07-18,,Basic,26,0,0,True,False,False,False,annual,True,0,Company_25,DevTools,US,2023-03-07,event,6.0,269.23333333333335,3.0,6.0,5.0,4.5,34.0,0
S-31ac79,A-f19b24,2024-12-01,,Basic,29,551,6612,False,False,False,False,monthly,True,0,Company_462,Cybersecurity,US,2023-01-10,organic,6.0,364.5,5.0,6.0,2.0,4.0,35.5,0
S-2f8dbb,A-13466a,2023-11-18,2024-06-23,Basic,2,38,456,False,False,False,True,annual,False,1,Company_196,DevTools,AU,2023-10-22,event,5.0,281.7,0.0,5.0,3.0,4.333333333333333,32.333333333333336,0
S-f554b0,A-faa28c,2024-11-30,,Enterprise,48,9552,114624,False,True,False,False,annual,True,0,Company_91,HealthTech,US,2024-01-30,organic,3.0,175.68333333333334,0.0,3.0,4.0,4.666666666666667,52.25,1
S-81d63a,A-c62e55,2024-02-07,,Pro,56,2744,32928,False,False,False,False,annual,True,0,Company_315,EdTech,US,2023-02-08,partner,3.0,134.06666666666666,2.0,3.0,4.0,4.0,27.5,1
S-1b6221,A-f6b2fb,2024-06-12,2024-12-23,Enterprise,23,0,0,True,False,False,True,monthly,False,1,Company_418,DevTools,AU,2024-04-23,event,6.0,448.3666666666667,4.0,6.0,5.0,4.0,55.0,0
S-e1ee60,A-712533,2024-11-18,,Enterprise,18,3582,42984,False,False,False,False,monthly,True,0,Company_498,EdTech,US,2023-07-31,organic,7.0,514.1,8.0,7.0,5.0,3.75,37.4,0
S-44c5dd,A-eb7c38,2024-10-21,,Basic,5,95,1140,False,False,False,False,annual,False,0,Company_47,DevTools,AU,2024-02-25,organic,7.0,308.6166666666667,5.0,7.0,5.0,4.333333333333333,22.4,0
S-f0fe0a,A-d5a319,2024-08-22,,Pro,24,1176,14112,False,False,False,False,monthly,True,0,Company_158,FinTech,US,2023-05-04,other,6.0,511.3333333333333,4.0,6.0,1.0,4.0,17.0,0
S-653165,A-ac85cd,2024-09-26,2024-12-13,Basic,53,1007,12084,False,False,False,True,annual,True,1,Company_485,EdTech,US,2024-07-31,partner,3.0,62.31666666666667,2.0,3.0,3.0,3.5,33.666666666666664,1
S-5c8af8,A-a2485e,2024-11-05,,Pro,10,490,5880,False,False,False,False,monthly,True,0,Company_467,FinTech,US,2024-08-04,event,4.0,205.73333333333332,3.0,4.0,0.0,,,0
S-878fe0,A-5a215a,2024-12-10,,Pro,87,4263,51156,False,False,False,False,annual,True,0,Company_358,EdTech,FR,2024-01-05,other,3.0,193.76666666666668,4.0,3.0,4.0,4.0,29.5,1
S-4d8a27,A-977ca0,2024-07-03,,Basic,20,380,4560,False,True,False,False,monthly,True,0,Company_232,HealthTech,IN,2023-02-20,partner,7.0,250.88333333333333,6.0,7.0,3.0,4.0,64.0,0
S-5c4ef1,A-922109,2024-03-23,,Pro,38,1862,22344,False,False,False,False,annual,True,0,Company_243,Cybersecurity,US,2024-01-26,ads,7.0,515.6333333333333,5.0,7.0,3.0,3.0,25.333333333333332,0
S-d4c0a0,A-81edc3,2024-01-25,,Pro,18,882,10584,False,False,False,False,annual,True,0,Company_236,Cybersecurity,IN,2023-10-30,ads,2.0,71.63333333333334,2.0,2.0,3.0,4.0,52.666666666666664,1
S-2d62ad,A-dcc2f0,2023-11-29,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,0,Company_309,FinTech,UK,2023-07-22,organic,5.0,251.66666666666666,2.0,5.0,2.0,,27.0,0
S-7d2c1b,A-34d880,2024-06-04,,Pro,9,0,0,True,False,False,False,monthly,True,0,Company_207,Cybersecurity,AU,2024-04-11,ads,8.0,519.8666666666667,5.0,8.0,5.0,3.0,52.2,0
S-6bfd97,A-016043,2024-10-16,,Enterprise,59,0,0,True,True,False,False,annual,True,0,Company_405,EdTech,CA,2024-07-31,organic,4.0,350.0,0.0,4.0,3.0,4.0,30.333333333333332,0
S-b4c914,A-bd4513,2024-12-13,,Pro,50,2450,29400,False,True,False,False,monthly,True,0,Company_205,DevTools,AU,2024-11-06,event,4.0,263.6,2.0,4.0,3.0,4.666666666666667,42.0,0
S-e9e03c,A-e40f45,2024-08-20,,Enterprise,21,4179,50148,False,True,False,False,monthly,True,0,Company_317,HealthTech,US,2024-04-18,organic,5.0,266.8666666666667,1.0,5.0,7.0,4.333333333333333,26.714285714285715,0
S-906b0c,A-712533,2024-12-05,,Pro,18,882,10584,False,False,False,False,monthly,False,0,Company_498,EdTech,US,2023-07-31,organic,1.0,87.6,0.0,1.0,5.0,3.75,37.4,1
S-783694,A-fa3095,2023-12-18,,Enterprise,70,13930,167160,False,False,False,False,annual,True,0,Company_174,FinTech,US,2023-09-03,ads,1.0,86.83333333333333,0.0,1.0,5.0,5.0,49.2,1
S-9c5590,A-9affe6,2024-06-09,,Enterprise,7,1393,16716,False,False,False,False,annual,True,0,Company_401,Cybersecurity,US,2023-03-22,other,2.0,164.9,1.0,2.0,3.0,3.0,58.0,1
S-b7c506,A-c37cab,2024-09-27,,Basic,30,570,6840,False,False,False,False,monthly,True,0,Company_278,Cybersecurity,UK,2024-07-29,event,2.0,8.883333333333333,2.0,2.0,4.0,3.75,33.0,1
S-48ce17,A-d42431,2024-12-08,,Enterprise,22,4378,52536,False,False,False,False,annual,True,0,Company_378,FinTech,FR,2024-06-09,ads,6.0,213.3,1.0,6.0,4.0,4.0,24.25,0
S-a2aa70,A-4d1e75,2024-12-17,,Pro,47,0,0,True,False,False,False,monthly,False,0,Company_58,DevTools,US,2024-08-21,other,5.0,221.48333333333332,2.0,5.0,2.0,4.0,15.0,0
S-6ff09c,A-d62e02,2024-12-11,,Basic,16,304,3648,False,False,False,False,annual,True,0,Company_420,Cybersecurity,US,2024-08-20,partner,5.0,379.51666666666665,3.0,5.0,1.0,4.0,36.0,0
S-b40b4d,A-9f0b68,2024-08-09,,Basic,36,684,8208,False,False,False,False,monthly,True,0,Company_489,EdTech,US,2024-04-28,ads,6.0,250.01666666666668,3.0,6.0,3.0,3.0,30.333333333333332,0
S-c51ab8,A-82861f,2024-11-19,,Enterprise,41,8159,97908,False,False,False,False,annual,False,0,Company_350,DevTools,UK,2024-04-25,organic,6.0,261.9166666666667,6.0,6.0,5.0,3.2,24.4,0
S-07ace5,A-71615e,2024-09-21,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,0,Company_167,EdTech,US,2024-05-18,organic,4.0,153.61666666666667,0.0,4.0,1.0,,49.0,0
S-e715bb,A-6a4e2d,2023-11-15,,Basic,14,266,3192,False,False,False,False,monthly,True,0,Company_46,EdTech,UK,2023-04-07,partner,4.0,360.1166666666667,5.0,4.0,2.0,4.5,18.5,0
S-fcfb31,A-089363,2023-10-03,,Enterprise,31,0,0,True,False,False,False,monthly,False,0,Company_387,FinTech,AU,2023-05-06,event,2.0,83.83333333333333,1.0,2.0,3.0,3.6666666666666665,35.0,1
S-8cb02e,A-de24d5,2024-12-09,2024-12-21,Pro,77,3773,45276,False,False,False,True,annual,True,1,Company_231,DevTools,US,2024-11-05,other,5.0,209.51666666666668,0.0,5.0,7.0,3.0,43.142857142857146,0
S-79ba6e,A-fd7ad3,2024-11-14,,Enterprise,24,0,0,True,False,False,False,annual,True,0,Company_100,Cybersecurity,US,2024-11-01,event,4.0,183.81666666666666,9.0,4.0,8.0,4.166666666666667,48.75,0
S-4f2ca8,A-544d0a,2024-09-24,,Enterprise,64,12736,152832,False,False,False,False,annual,True,0,Company_153,DevTools,US,2024-05-02,organic,7.0,244.78333333333333,2.0,7.0,2.0,4.0,38.5,0
S-c97604,A-d77f4c,2024-05-04,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0,Company_470,DevTools,US,2023-09-25,partner,4.0,205.85,5.0,4.0,2.0,4.0,31.0,0
S-595693,A-2d4502,2024-09-25,,Basic,67,0,0,True,False,False,False,annual,True,0,Company_45,FinTech,IN,2024-04-29,event,5.0,154.35,2.0,5.0,3.0,5.0,26.333333333333332,0
S-276d44,A-87aa7b,2024-06-17,,Pro,24,1176,14112,False,False,False,False,monthly,True,0,Company_433,HealthTech,US,2024-05-16,organic,8.0,429.25,2.0,8.0,3.0,,27.333333333333332,0
S-6c9ec4,A-b9eed8,2024-11-30,,Basic,18,342,4104,False,False,False,False,monthly,True,0,Company_189,Cybersecurity,US,2024-02-23,organic,5.0,374.1166666666667,2.0,5.0,5.0,3.75,29.2,0
S-e33883,A-f9cc74,2024-12-22,,Pro,30,0,0,True,False,False,False,monthly,True,0,Company_360,DevTools,FR,2024-10-12,partner,6.0,288.2,1.0,6.0,6.0,4.0,49.833333333333336,0
S-c25e9d,A-cc1d8d,2024-12-17,,Basic,5,95,1140,False,False,False,False,monthly,False,0,Company_440,FinTech,US,2024-12-08,other,7.0,487.5,12.0,7.0,5.0,4.5,30.2,0
S-1d7e7f,A-d922bf,2024-09-01,2024-10-21,Enterprise,15,2985,35820,False,False,False,True,annual,True,1,Company_221,HealthTech,US,2023-09-08,ads,4.0,277.95,7.0,4.0,7.0,3.3333333333333335,39.142857142857146,0
S-c9199e,A-d4ac0e,2024-11-01,,Pro,33,1617,19404,False,True,False,False,annual,True,0,Company_364,DevTools,UK,2024-04-20,ads,8.0,307.23333333333335,7.0,8.0,4.0,3.5,21.0,0
S-cdc347,A-8ed5dd,2024-01-31,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0,Company_222,EdTech,UK,2023-06-29,event,5.0,455.03333333333336,0.0,5.0,6.0,3.75,29.0,0
S-3df0c3,A-922109,2024-04-06,,Basic,72,1368,16416,False,False,False,False,annual,True,0,Company_243,Cybersecurity,US,2024-01-26,ads,10.0,572.7,2.0,9.0,3.0,3.0,25.333333333333332,0
S-ea4844,A-c16b88,2024-06-03,,Pro,23,1127,13524,False,False,False,False,monthly,True,0,Company_431,HealthTech,US,2023-12-02,event,4.0,200.23333333333332,1.0,4.0,3.0,3.0,48.333333333333336,0
S-a1d3ad,A-8ae05d,2024-06-09,,Basic,86,0,0,True,False,False,False,monthly,True,0,Company_147,FinTech,IN,2024-04-06,other,1.0,99.16666666666667,0.0,1.0,1.0,4.0,47.0,1
S-19b415,A-f446b6,2023-05-28,,Basic,30,570,6840,False,False,False,False,annual,True,0,Company_36,DevTools,DE,2023-05-12,ads,2.0,172.73333333333332,1.0,2.0,8.0,4.25,30.75,1
S-4df6ec,A-c9bb3e,2024-11-02,,Basic,10,190,2280,False,False,False,False,monthly,True,0,Company_336,EdTech,US,2024-03-24,ads,1.0,66.6,1.0,1.0,7.0,4.2,27.714285714285715,1
S-8dfd77,A-2922b6,2024-12-25,,Pro,20,980,11760,False,True,False,False,annual,False,0,Company_70,HealthTech,US,2024-11-14,organic,6.0,407.55,2.0,6.0,2.0,4.0,15.5,0
S-126e7e,A-0f7d77,2024-12-21,,Enterprise,7,1393,16716,False,False,False,False,monthly,False,0,Company_457,FinTech,IN,2024-10-28,partner,5.0,119.73333333333333,4.0,5.0,5.0,5.0,27.2,0
S-b608f5,A-977ca0,2024-07-25,,Pro,31,1519,18228,False,False,False,False,annual,True,0,Company_232,HealthTech,IN,2023-02-20,partner,6.0,264.6166666666667,2.0,6.0,3.0,4.0,64.0,0
S-1c45b4,A-13466a,2024-04-20,,Basic,65,0,0,True,False,False,False,monthly,True,0,Company_196,DevTools,AU,2023-10-22,event,1.0,13.25,0.0,1.0,3.0,4.333333333333333,32.333333333333336,1
S-4a8fda,A-e1462e,2024-11-20,,Basic,15,285,3420,False,False,False,False,annual,False,0,Company_217,FinTech,UK,2023-03-12,partner,6.0,284.53333333333336,2.0,6.0,2.0,3.5,39.5,0
S-ccc10f,A-87aa7b,2024-11-19,,Basic,24,456,5472,False,False,False,False,annual,True,0,Company_433,HealthTech,US,2024-05-16,organic,6.0,416.8666666666667,0.0,6.0,3.0,,27.333333333333332,0
S-689032,A-410e86,2024-12-14,2024-12-25,Enterprise,24,0,0,True,False,False,True,monthly,False,1,Company_210,FinTech,US,2024-11-10,organic,4.0,240.66666666666666,2.0,4.0,5.0,3.5,42.6,0
S-5e5ff0,A-832ec2,2024-09-04,,Pro,6,0,0,True,False,False,False,annual,True,0,Company_19,FinTech,UK,2023-11-19,event,4.0,258.78333333333336,2.0,4.0,3.0,4.0,26.0,0
S-bf43b4,A-6f8ad2,2024-12-04,,Pro,41,2009,24108,False,False,False,False,monthly,True,0,Company_57,EdTech,IN,2024-07-09,organic,4.0,156.03333333333333,2.0,4.0,4.0,4.333333333333333,35.25,0
S-379d32,A-a8b49c,2024-10-13,,Enterprise,22,4378,52536,False,True,False,False,annual,True,0,Company_72,Cybersecurity,UK,2023-10-06,partner,3.0,217.23333333333332,1.0,3.0,1.0,4.0,72.0,1
S-0adca9,A-b3fe05,2024-10-07,,Basic,55,1045,12540,False,False,False,False,monthly,True,0,Company_238,Cybersecurity,CA,2024-05-28,partner,7.0,507.8833333333333,1.0,7.0,4.0,3.0,48.25,0
S-413a1d,A-7df7a7,2024-05-25,,Enterprise,7,1393,16716,False,False,True,False,monthly,True,0,Company_125,DevTools,US,2023-01-28,organic,4.0,210.95,1.0,4.0,3.0,4.0,28.0,0
S-8451e7,A-82861f,2024-10-04,,Enterprise,41,8159,97908,False,False,False,False,annual,True,0,Company_350,DevTools,UK,2024-04-25,organic,4.0,135.8,2.0,4.0,5.0,3.2,24.4,0
S-9c0df6,A-883b7d,2024-04-24,2024-09-07,Pro,41,2009,24108,False,False,False,True,monthly,True,1,Company_313,Cybersecurity,IN,2024-03-28,other,5.0,274.05,6.0,5.0,7.0,3.6,25.571428571428573,0
S-be0fc9,A-e693b6,2024-08-31,,Enterprise,55,0,0,True,False,False,False,annual,True,0,Company_240,FinTech,AU,2023-05-25,event,4.0,161.45,3.0,4.0,1.0,3.0,1.0,0
S-e3903e,A-6da850,2024-10-16,2024-12-08,Pro,31,1519,18228,False,False,False,True,annual,True,1,Company_293,FinTech,IN,2023-10-07,organic,3.0,181.6,2.0,3.0,5.0,4.0,49.0,1
S-8fcce1,A-ccb686,2024-06-20,,Pro,19,931,11172,False,False,True,False,monthly,True,0,Company_491,DevTools,US,2024-01-22,other,8.0,497.48333333333335,5.0,8.0,1.0,4.0,67.0,0
S-3279f1,A-c4ea60,2024-11-09,,Enterprise,18,3582,42984,False,False,False,False,annual,True,0,Company_18,FinTech,DE,2023-03-09,other,3.0,205.8,0.0,3.0,5.0,3.6,36.0,1
S-0da40c,A-6e7827,2024-10-23,2024-10-30,Pro,50,2450,29400,False,False,False,True,annual,False,1,Company_372,DevTools,US,2023-03-26,other,7.0,345.85,12.0,7.0,2.0,3.5,51.0,0
S-343bab,A-f1f639,2023-08-18,,Enterprise,5,995,11940,False,False,False,False,monthly,True,0,Company_296,EdTech,US,2023-02-26,ads,3.0,72.7,1.0,2.0,7.0,4.8,20.0,1
S-b2d7c6,A-c9bb3e,2024-08-20,,Enterprise,28,0,0,True,True,False,False,monthly,True,0,Company_336,EdTech,US,2024-03-24,ads,3.0,121.63333333333334,2.0,2.0,7.0,4.2,27.714285714285715,1
S-d322a2,A-4c6f11,2024-08-01,,Basic,24,456,5472,False,False,False,False,monthly,True,0,Company_146,FinTech,CA,2023-11-27,organic,6.0,371.28333333333336,4.0,6.0,3.0,4.333333333333333,44.666666666666664,0
S-b76de2,A-993085,2023-08-18,,Pro,31,1519,18228,False,False,False,False,annual,True,0,Company_258,HealthTech,US,2023-06-01,ads,4.0,215.66666666666666,1.0,4.0,4.0,3.5,46.5,0
S-64dcb7,A-f92792,2024-12-08,,Pro,8,392,4704,False,False,False,False,annual,False,0,Company_67,FinTech,US,2024-07-04,ads,5.0,317.68333333333334,1.0,5.0,2.0,4.0,45.0,0
S-969f4c,A-b11cd0,2023-10-10,2024-10-23,Basic,26,0,0,True,False,False,True,monthly,True,1,Company_439,DevTools,US,2023-01-20,ads,6.0,234.83333333333334,0.0,6.0,4.0,4.0,38.5,0
S-b2409c,A-dcc2f0,2024-01-16,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,0,Company_309,FinTech,UK,2023-07-22,organic,8.0,741.7833333333333,3.0,8.0,2.0,,27.0,0
S-430691,A-4814a3,2024-11-13,,Pro,87,4263,51156,False,False,False,False,monthly,True,0,Company_337,Cybersecurity,IN,2024-09-17,event,8.0,498.95,7.0,8.0,4.0,4.0,18.75,0
S-4bb483,A-9f9299,2024-10-06,,Enterprise,28,5572,66864,False,False,False,False,monthly,True,0,Company_133,FinTech,US,2023-09-02,organic,4.0,246.25,3.0,4.0,5.0,5.0,36.2,0
S-4ed473,A-bcf664,2023-11-20,2023-12-06,Enterprise,12,2388,28656,False,False,False,True,annual,True,1,Company_248,DevTools,US,2023-05-19,other,2.0,97.75,0.0,2.0,5.0,4.0,36.0,1
S-223221,A-2bc93d,2023-08-09,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,0,Company_43,HealthTech,US,2023-03-14,event,7.0,421.28333333333336,3.0,7.0,2.0,4.5,12.0,0
S-5eaab8,A-0f3e88,2024-12-11,2024-12-23,Pro,7,343,4116,False,False,False,True,monthly,False,1,Company_428,HealthTech,US,2023-07-23,other,6.0,435.6166666666667,2.0,6.0,3.0,4.5,48.0,0
S-f5bd45,A-b7b7b7,2024-10-20,,Enterprise,39,7761,93132,False,False,False,False,monthly,True,0,Company_338,FinTech,US,2024-06-30,event,4.0,183.0,2.0,4.0,3.0,5.0,17.0,0
S-a6285f,A-039727,2024-12-08,,Enterprise,30,5970,71640,False,False,False,False,annual,True,0,Company_107,EdTech,AU,2024-11-02,organic,6.0,404.18333333333334,1.0,6.0,0.0,,,0
S-dc2418,A-35083d,2024-01-23,,Basic,34,646,7752,False,False,False,False,monthly,True,0,Company_27,HealthTech,IN,2023-04-28,partner,5.0,144.61666666666667,3.0,5.0,4.0,5.0,49.75,0
S-d0d19f,A-157070,2024-07-03,,Pro,33,0,0,True,False,False,False,annual,True,0,Company_85,FinTech,US,2023-11-09,ads,2.0,51.916666666666664,0.0,2.0,3.0,3.0,42.333333333333336,1
S-e73303,A-ba6516,2024-06-28,,Enterprise,38,7562,90744,False,False,False,False,monthly,True,0,Company_154,FinTech,US,2023-10-29,ads,5.0,227.75,3.0,5.0,6.0,4.0,31.5,0
S-7f15a3,A-53f4e3,2024-12-05,,Enterprise,13,2587,31044,False,False,False,False,annual,True,0,Company_194,Cybersecurity,UK,2024-06-14,event,2.0,108.0,0.0,2.0,5.0,4.0,28.6,1
S-ee941d,A-241e75,2024-09-08,,Basic,14,266,3192,False,False,False,False,annual,True,0,Company_242,EdTech,US,2024-07-03,partner,3.0,188.75,2.0,3.0,4.0,4.5,31.5,1
S-ccf11b,A-a0ca4e,2024-08-02,,Pro,11,539,6468,False,False,False,False,annual,True,0,Company_6,Cybersecurity,US,2024-03-08,ads,5.0,167.01666666666668,2.0,5.0,6.0,3.8,39.166666666666664,0
S-a9ec8b,A-e3bd71,2024-02-11,,Enterprise,31,6169,74028,False,False,False,False,monthly,True,0,Company_347,Cybersecurity,US,2023-03-25,partner,8.0,514.7,3.0,8.0,4.0,4.0,30.25,0
S-d959d3,A-3b5cd1,2024-12-24,,Enterprise,21,4179,50148,False,False,False,False,annual,True,0,Company_49,FinTech,US,2023-09-12,event,4.0,194.75,0.0,4.0,5.0,4.0,27.4,0
S-124336,A-9f0b68,2024-11-30,,Pro,18,0,0,True,True,False,False,annual,True,0,Company_489,EdTech,US,2024-04-28,ads,5.0,243.33333333333334,2.0,5.0,3.0,3.0,30.333333333333332,0
S-5cb8a6,A-9779ad,2024-08-14,,Pro,40,1960,23520,False,False,False,False,monthly,False,0,Company_171,Cybersecurity,AU,2024-03-29,event,3.0,68.75,0.0,3.0,3.0,5.0,20.666666666666668,1
S-aced77,A-5c046d,2024-12-20,,Enterprise,93,18507,222084,False,False,False,False,annual,True,0,Company_130,EdTech,FR,2024-07-06,partner,8.0,292.06666666666666,10.0,8.0,1.0,3.0,13.0,0
S-a6e444,A-81edc3,2024-11-28,,Enterprise,5,995,11940,False,False,False,False,monthly,False,0,Company_236,Cybersecurity,IN,2023-10-30,ads,11.0,588.4833333333333,5.0,11.0,3.0,4.0,52.666666666666664,0
S-4f7b91,A-5247b3,2024-06-19,,Enterprise,16,3184,38208,False,True,False,False,annual,True,0,Company_375,FinTech,UK,2024-03-12,partner,13.0,525.6666666666666,4.0,13.0,5.0,4.0,45.8,0
S-8f8c47,A-e6afc1,2023-08-27,,Pro,28,0,0,True,False,False,False,monthly,True,0,Company_346,DevTools,US,2023-02-24,ads,8.0,266.28333333333336,7.0,8.0,0.0,,,0
S-b9ea73,A-b30291,2024-04-09,,Basic,5,95,1140,False,False,False,False,monthly,True,0,Company_344,HealthTech,US,2024-04-05,event,1.0,83.33333333333333,0.0,1.0,1.0,,16.0,1
S-97efb2,A-410e86,2024-11-16,2024-11-22,Enterprise,24,4776,57312,False,False,False,True,annual,True,1,Company_210,FinTech,US,2024-11-10,organic,3.0,140.05,6.0,3.0,5.0,3.5,42.6,1
S-76c7da,A-88c6ca,2024-11-22,,Enterprise,11,0,0,True,False,False,False,annual,True,0,Company_179,FinTech,DE,2024-10-25,ads,4.0,272.6666666666667,0.0,4.0,1.0,,56.0,0
S-334ceb,A-bece89,2024-03-08,,Basic,26,494,5928,False,False,False,False,monthly,False,0,Company_128,Cybersecurity,IN,2023-12-01,event,5.0,90.21666666666667,6.0,5.0,4.0,4.0,32.5,0
S-09223a,A-e40f45,2024-06-04,,Basic,21,399,4788,False,False,False,False,monthly,True,0,Company_317,HealthTech,US,2024-04-18,organic,7.0,201.2,4.0,7.0,7.0,4.333333333333333,26.714285714285715,0
