account_id,plan_tier,mrr_amount,total_usage_events,total_support_tickets,referral_source
A-b07b56,Pro,1225,3.0,4.0,event
A-eb1312,Pro,1225,2.0,1.0,partner
A-92a3af,Pro,1225,2.0,4.0,organic
A-80eeb6,Pro,1225,2.0,4.0,organic
A-4a267b,Pro,1225,3.0,4.0,other
A-d4ac0e,Pro,1225,2.0,4.0,ads
A-c37601,Enterprise,1194,2.0,4.0,partner
A-cbd1a3,Enterprise,1194,3.0,4.0,other
A-d62e02,Enterprise,1194,3.0,1.0,partner
A-779e4e,Enterprise,1194,3.0,5.0,organic
A-5ed98d,Pro,1176,3.0,5.0,partner
A-87aa7b,Pro,1176,2.0,3.0,organic
A-2e3bad,Basic,1159,3.0,5.0,other
A-8bde0c,Basic,1159,2.0,3.0,organic
A-9f9299,Basic,1159,2.0,5.0,organic
A-2d4502,Basic,1159,3.0,3.0,event
A-40de06,Basic,1140,3.0,3.0,event
A-34ea2f,Pro,1127,3.0,8.0,organic
A-6843f2,Pro,1127,3.0,2.0,ads
A-d40bf7,Basic,1121,3.0,2.0,organic
A-671f31,Basic,1121,0.0,7.0,ads
A-c7ffc2,Basic,1083,3.0,2.0,partner
A-f25509,Basic,1083,3.0,6.0,other
A-5f7781,Pro,1078,3.0,2.0,other
A-f17767,Pro,1078,0.0,3.0,event
A-02fac6,Pro,1078,2.0,6.0,event
A-0b0d6d,Pro,1078,3.0,5.0,organic
A-98a59a,Basic,1064,2.0,3.0,partner
A-05f0e5,Basic,1064,3.0,4.0,partner
A-940b8b,Basic,1064,2.0,3.0,organic
A-98a59a,Basic,1064,2.0,3.0,partner
A-54d94a,Basic,1045,2.0,4.0,event
A-a1bbb6,Pro,1029,2.0,3.0,organic
A-779e4e,Pro,1029,3.0,5.0,organic
A-bbe56f,Pro,1029,2.0,4.0,ads
A-6843f2,Pro,1029,1.0,2.0,ads
A-96215d,Pro,1029,3.0,1.0,event
A-726cfa,Pro,1029,2.0,3.0,partner
A-ccabf0,Pro,1029,3.0,4.0,organic
A-0158bb,Pro,1029,2.0,1.0,partner
A-ccb686,Pro,1029,3.0,1.0,other
A-4a4c2d,Basic,1026,3.0,5.0,event
A-4a4c2d,Basic,1026,2.0,5.0,event
A-4a4c2d,Basic,1026,2.0,5.0,event
A-4a4c2d,Basic,1026,3.0,5.0,event
A-ff79f2,Basic,1007,3.0,2.0,ads
A-544d0a,Enterprise,995,3.0,2.0,organic
A-1b9609,Enterprise,995,2.0,4.0,ads
A-f1f639,Enterprise,995,3.0,7.0,ads
A-adc1f3,Enterprise,995,3.0,3.0,organic
A-6da850,Enterprise,995,3.0,5.0,organic
A-cc1d8d,Enterprise,995,2.0,5.0,other
A-b2af2e,Enterprise,995,3.0,2.0,event
A-22f2df,Enterprise,995,3.0,5.0,ads
A-fabe19,Enterprise,995,3.0,3.0,ads
A-de24d5,Enterprise,995,3.0,7.0,other
A-4d1e75,Pro,980,3.0,2.0,other
A-5a92e7,Pro,980,2.0,7.0,ads
A-bbc346,Pro,980,3.0,3.0,partner
A-054577,Pro,980,1.0,1.0,ads
A-854864,Pro,980,3.0,5.0,event
A-4d1e75,Pro,980,1.0,2.0,other
A-37f969,Basic,969,1.0,5.0,partner
A-10b8f2,Basic,969,2.0,3.0,organic
A-bd4513,Basic,950,1.0,3.0,event
A-700ade,Basic,950,2.0,4.0,organic
A-d49cc5,Basic,950,3.0,4.0,event
A-503d5a,Basic,950,3.0,9.0,other
A-dbc825,Pro,931,3.0,6.0,partner
A-432483,Pro,931,3.0,1.0,ads
A-417d2f,Basic,931,2.0,6.0,partner
A-443f6f,Pro,931,3.0,4.0,organic
A-dbc825,Pro,931,3.0,6.0,partner
A-e7beab,Pro,931,3.0,6.0,organic
A-1e50e0,Pro,931,3.0,2.0,other
A-378b99,Pro,931,1.0,6.0,ads
A-a7bd4b,Basic,912,3.0,6.0,ads
A-faa28c,Basic,912,3.0,4.0,organic
A-2f6a32,Basic,893,2.0,2.0,organic
A-10b8f2,Basic,893,3.0,3.0,organic
A-592832,Pro,882,3.0,3.0,organic
A-d4ac0e,Pro,882,3.0,4.0,ads
A-e98302,Pro,882,3.0,9.0,ads
A-592832,Pro,882,3.0,3.0,organic
A-43a9e3,Pro,882,3.0,3.0,other
A-6965e1,Pro,882,3.0,3.0,organic
A-43a9e3,Pro,882,2.0,3.0,other
A-84ebe4,Pro,882,2.0,4.0,ads
A-712533,Pro,882,1.0,5.0,organic
A-2b9d3e,Pro,882,2.0,3.0,partner
A-81edc3,Pro,882,2.0,3.0,ads
A-d4ac0e,Pro,882,1.0,4.0,ads
A-84ebe4,Pro,882,1.0,4.0,ads
A-7e0a10,Basic,874,3.0,5.0,ads
A-7e0a10,Basic,874,3.0,5.0,ads
A-ff3c73,Basic,855,3.0,2.0,other
A-cb5333,Basic,836,3.0,4.0,ads
A-ad3abd,Basic,836,2.0,3.0,event
A-96215d,Pro,833,3.0,1.0,event
A-e888d1,Pro,833,3.0,5.0,other
A-65c341,Pro,833,3.0,5.0,ads
A-118d55,Pro,833,3.0,5.0,organic
A-dfbd31,Pro,833,3.0,6.0,partner
A-2edab2,Pro,833,3.0,4.0,event
A-798a3f,Basic,798,2.0,5.0,other
A-32728c,Basic,798,3.0,2.0,event
A-bad8c1,Basic,798,3.0,1.0,organic
A-503d5a,Enterprise,796,3.0,9.0,other
A-098560,Enterprise,796,2.0,2.0,ads
A-34d880,Enterprise,796,3.0,5.0,ads
A-417d2f,Enterprise,796,3.0,6.0,partner
A-cc1d8d,Pro,784,3.0,5.0,other
A-296d7c,Pro,784,2.0,5.0,other
A-5247b3,Pro,784,2.0,5.0,partner
A-7f4db3,Pro,784,3.0,5.0,other
A-ccc747,Pro,784,2.0,4.0,event
A-40a557,Pro,784,3.0,7.0,partner
A-94d3da,Basic,779,3.0,6.0,other
A-94d3da,Basic,779,3.0,6.0,other
A-34ea2f,Basic,779,2.0,8.0,organic
A-7f29a7,Basic,779,1.0,1.0,event
A-b30291,Basic,779,3.0,1.0,event
A-e1b9cd,Basic,760,3.0,1.0,event
A-089363,Basic,760,3.0,3.0,event
A-bbc346,Basic,760,2.0,3.0,partner
A-4e960a,Basic,760,3.0,6.0,other
A-e1b9cd,Basic,760,2.0,1.0,event
A-7920cc,Basic,741,2.0,7.0,ads
A-7920cc,Basic,741,3.0,7.0,ads
A-7920cc,Basic,741,2.0,7.0,ads
A-e5d6ab,Basic,741,3.0,3.0,partner
A-a09355,Pro,735,3.0,5.0,organic
A-22f2df,Pro,735,3.0,5.0,ads
A-dcc2f0,Pro,735,2.0,2.0,organic
A-de58ca,Pro,735,3.0,5.0,organic
A-f92792,Pro,735,2.0,2.0,ads
A-dcc2f0,Pro,735,3.0,2.0,organic
A-f17767,Pro,735,0.0,3.0,event
A-443f6f,Basic,722,2.0,4.0,organic
A-c43359,Basic,722,3.0,3.0,organic
A-271f46,Basic,722,3.0,1.0,event
A-271f46,Basic,722,2.0,1.0,event
A-f03140,Basic,722,2.0,7.0,event
A-e19ff6,Basic,722,3.0,3.0,partner
A-86fc1d,Basic,703,3.0,5.0,partner
A-3be56b,Basic,703,2.0,4.0,event
A-9174e0,Basic,703,3.0,2.0,partner
A-417d2f,Basic,703,2.0,6.0,partner
A-9174e0,Basic,703,2.0,2.0,partner
A-425e76,Basic,703,3.0,5.0,other
A-bb2f49,Pro,686,2.0,3.0,other
A-08e34e,Pro,686,3.0,3.0,event
A-dfbd31,Pro,686,3.0,6.0,partner
A-625d0b,Pro,686,3.0,5.0,ads
A-a09355,Pro,686,3.0,5.0,organic
A-42b791,Pro,686,3.0,3.0,event
A-e888d1,Pro,686,0.0,5.0,other
A-c62e55,Pro,686,3.0,4.0,partner
A-ccb686,Pro,686,2.0,1.0,other
A-a8d89d,Pro,686,3.0,2.0,ads
A-3d957b,Pro,686,2.0,3.0,other
A-10b8da,Pro,686,2.0,3.0,partner
A-dfbd31,Pro,686,3.0,6.0,partner
A-4c38bc,Basic,684,2.0,3.0,event
A-4c38bc,Basic,684,2.0,3.0,event
A-4c38bc,Basic,684,2.0,3.0,event
A-17939a,Basic,684,3.0,7.0,organic
A-592832,Basic,665,3.0,3.0,organic
A-bc4d48,Basic,665,2.0,6.0,ads
A-d42431,Basic,665,3.0,4.0,ads
A-781cc0,Basic,646,3.0,4.0,organic
A-104f1a,Basic,646,3.0,5.0,other
A-b20d99,Basic,646,3.0,2.0,other
A-86902e,Basic,646,3.0,9.0,other
A-54ecc2,Pro,637,3.0,5.0,partner
A-1b707d,Pro,637,2.0,3.0,organic
A-ee42db,Pro,637,2.0,4.0,ads
A-a8d89d,Pro,637,2.0,2.0,ads
A-0baac2,Basic,627,3.0,6.0,organic
A-9b9fe9,Basic,627,3.0,4.0,other
A-cb5333,Basic,627,3.0,4.0,ads
A-b7724f,Basic,627,3.0,3.0,organic
A-5790f4,Basic,627,3.0,4.0,event
A-b78bf8,Basic,627,2.0,5.0,event
A-05f0e5,Basic,608,3.0,4.0,partner
A-82d8a6,Basic,608,2.0,5.0,ads
A-cc98bc,Basic,608,3.0,3.0,ads
A-d62e02,Basic,608,1.0,1.0,partner
A-1f0ac7,Basic,608,3.0,2.0,other
A-3c1a3f,Enterprise,597,3.0,4.0,event
A-4437e4,Enterprise,597,2.0,6.0,event
A-31ab9a,Enterprise,597,3.0,7.0,organic
A-ced9aa,Enterprise,597,2.0,7.0,other
A-4437e4,Enterprise,597,2.0,6.0,event
A-c608c8,Enterprise,597,2.0,2.0,ads
A-8145a0,Enterprise,597,2.0,6.0,partner
A-c70870,Basic,589,2.0,5.0,partner
A-f5641b,Basic,589,3.0,4.0,other
A-993085,Basic,589,3.0,4.0,ads
A-993085,Basic,589,2.0,4.0,ads
A-558c72,Pro,588,3.0,4.0,organic
A-4e960a,Pro,588,3.0,6.0,other
A-eb7fac,Pro,588,3.0,4.0,organic
A-ad64c6,Pro,588,0.0,4.0,event
A-692f18,Pro,588,3.0,2.0,other
A-700ade,Pro,588,2.0,4.0,organic
A-7dacce,Pro,588,3.0,4.0,event
A-7dacce,Pro,588,2.0,4.0,event
A-4e960a,Pro,588,2.0,6.0,other
A-df1e44,Pro,588,2.0,2.0,organic
A-1f559b,Pro,588,3.0,5.0,organic
A-684255,Pro,588,3.0,4.0,ads
A-c37cab,Basic,570,2.0,4.0,event
A-ee42db,Basic,570,3.0,4.0,ads
A-c7ffc2,Basic,570,3.0,2.0,partner
A-f446b6,Basic,570,2.0,8.0,ads
A-f3ff05,Basic,570,2.0,3.0,other
A-cea1f0,Basic,570,2.0,5.0,event
A-82d8a6,Basic,570,1.0,5.0,ads
A-2bc93d,Basic,551,3.0,2.0,event
A-5b4ebb,Basic,551,3.0,5.0,other
A-600734,Basic,551,3.0,7.0,organic
A-5a3eb9,Basic,551,3.0,3.0,other
A-fdfc91,Basic,551,3.0,5.0,ads
A-f19b24,Basic,551,2.0,2.0,organic
A-88c6ca,Pro,539,3.0,1.0,ads
A-2789e3,Pro,539,3.0,4.0,partner
A-65c341,Pro,539,3.0,5.0,ads
A-726cfa,Pro,539,3.0,3.0,partner
A-d4ac0e,Basic,532,1.0,4.0,ads
A-702032,Basic,532,3.0,4.0,ads
A-0f6450,Basic,532,0.0,8.0,other
A-4c6f11,Basic,513,3.0,3.0,organic
A-43a9e3,Basic,513,3.0,3.0,other
A-508199,Basic,513,3.0,3.0,event
A-297a2d,Basic,513,3.0,2.0,event
A-425e76,Basic,513,0.0,5.0,other
A-ba6516,Basic,513,2.0,6.0,ads
A-cd458b,Basic,494,2.0,5.0,other
A-d82ef9,Basic,494,3.0,5.0,other
A-32fb14,Basic,494,3.0,5.0,event
A-034368,Basic,494,3.0,5.0,event
A-d82ef9,Basic,494,2.0,5.0,other
A-42e5e1,Pro,490,2.0,3.0,ads
A-396e5f,Pro,490,2.0,5.0,other
A-029f69,Pro,490,1.0,2.0,event
A-49b828,Pro,490,2.0,3.0,ads
A-bcf87c,Pro,490,1.0,2.0,event
A-b07b56,Basic,475,3.0,4.0,event
A-6da850,Basic,475,3.0,5.0,organic
A-4f18f0,Basic,456,3.0,5.0,other
A-f51f16,Basic,456,3.0,4.0,partner
A-726cfa,Basic,456,3.0,3.0,partner
A-b7b7b7,Basic,456,2.0,3.0,event
A-d4ac0e,Basic,456,3.0,4.0,ads
A-4f18f0,Basic,456,2.0,5.0,other
A-1d5444,Basic,456,1.0,2.0,partner
A-712f1c,Basic,456,3.0,6.0,ads
A-3a5ad8,Pro,441,3.0,4.0,organic
A-05d3b3,Pro,441,3.0,6.0,ads
A-adc1f3,Pro,441,3.0,3.0,organic
A-684255,Pro,441,3.0,4.0,ads
A-378b99,Pro,441,3.0,6.0,ads
A-bb2f49,Pro,441,3.0,3.0,other
A-533452,Pro,441,3.0,4.0,organic
A-65aeb5,Pro,441,3.0,2.0,partner
A-6dee43,Basic,437,3.0,5.0,other
A-aa9511,Basic,437,3.0,2.0,other
A-52dd88,Basic,437,3.0,1.0,ads
A-52dd88,Basic,437,2.0,1.0,ads
A-aa9511,Basic,437,3.0,2.0,other
A-cc8c8f,Basic,437,3.0,2.0,ads
A-cc8c8f,Basic,437,3.0,2.0,ads
A-474ad4,Basic,437,2.0,3.0,organic
A-bb3bd4,Basic,437,0.0,11.0,ads
A-4e631b,Basic,418,2.0,2.0,other
A-c37601,Basic,418,3.0,4.0,partner
A-43a9e3,Basic,418,2.0,3.0,other
A-5f7781,Basic,418,1.0,2.0,other
A-19b2c8,Basic,418,2.0,3.0,other
A-a1b80b,Basic,418,3.0,4.0,organic
A-cc102e,Basic,418,3.0,4.0,partner
A-5b051a,Basic,418,3.0,1.0,event
A-dcc2f0,Basic,418,1.0,2.0,organic
A-3f9cc0,Basic,418,1.0,5.0,event
A-ff3c73,Basic,399,2.0,2.0,other
A-bb1eaa,Basic,399,3.0,6.0,organic
A-bb1eaa,Basic,399,3.0,6.0,organic
A-d3c88e,Basic,399,1.0,3.0,event
A-6f8ad2,Basic,399,3.0,4.0,organic
A-ac9111,Basic,399,2.0,3.0,event
A-6e7827,Enterprise,398,3.0,2.0,other
A-50bb9f,Enterprise,398,3.0,7.0,organic
A-22f2df,Pro,392,2.0,5.0,ads
A-cea1f0,Pro,392,2.0,5.0,event
A-4bfa33,Pro,392,2.0,4.0,event
A-22d9d2,Pro,392,3.0,6.0,event
A-6e08f3,Pro,392,3.0,2.0,event
A-474ad4,Pro,392,3.0,3.0,organic
A-922109,Pro,392,3.0,3.0,ads
A-432483,Pro,392,3.0,1.0,ads
A-474ad4,Pro,392,3.0,3.0,organic
A-00cac8,Pro,392,3.0,2.0,organic
A-88c6ca,Pro,392,2.0,1.0,ads
A-7641d3,Pro,392,3.0,5.0,partner
A-6e7827,Pro,392,2.0,2.0,other
A-7a0d69,Basic,380,2.0,2.0,ads
A-4d1e75,Basic,380,2.0,2.0,other
A-8ae3fc,Basic,380,3.0,4.0,ads
A-b20d99,Basic,380,3.0,2.0,other
A-b20d99,Basic,380,2.0,2.0,other
A-186a44,Basic,380,3.0,7.0,ads
A-186a44,Basic,380,1.0,7.0,ads
A-19b2c8,Basic,380,1.0,3.0,other
A-186a44,Basic,380,3.0,7.0,ads
A-42b791,Basic,380,2.0,3.0,event
A-0baac2,Basic,361,2.0,6.0,organic
A-dbc825,Basic,361,3.0,6.0,partner
A-e61e98,Basic,361,2.0,6.0,partner
A-8e47ca,Basic,361,3.0,5.0,organic
A-5c9849,Basic,361,0.0,4.0,partner
A-f92792,Basic,361,3.0,2.0,ads
A-6f50ae,Basic,361,2.0,5.0,partner
A-054577,Pro,343,2.0,1.0,ads
A-1b707d,Pro,343,2.0,3.0,organic
A-a8b49c,Pro,343,2.0,1.0,partner
A-7df7a7,Pro,343,2.0,3.0,organic
A-592832,Basic,342,0.0,3.0,organic
A-4c56c9,Basic,342,3.0,5.0,partner
A-118d55,Basic,342,2.0,5.0,organic
A-53f4e3,Basic,342,3.0,5.0,event
A-d4ac0e,Basic,342,2.0,4.0,ads
A-1b9609,Basic,342,3.0,4.0,ads
A-43a9e3,Basic,342,3.0,3.0,other
A-328bd0,Basic,342,3.0,5.0,partner
A-6da850,Basic,342,1.0,5.0,organic
A-328bd0,Basic,342,2.0,5.0,partner
A-a7bd4b,Basic,342,3.0,6.0,ads
A-712533,Basic,342,3.0,5.0,organic
A-f92792,Basic,342,3.0,2.0,ads
A-d4ac0e,Basic,342,3.0,4.0,ads
A-712f1c,Basic,323,2.0,6.0,ads
A-a8d89d,Basic,323,1.0,2.0,ads
A-de24d5,Basic,323,2.0,7.0,other
A-157070,Basic,323,3.0,3.0,ads
A-726cfa,Basic,323,3.0,3.0,partner
A-9badbd,Basic,323,2.0,5.0,ads
A-4437e4,Basic,323,2.0,6.0,event
A-075038,Basic,323,3.0,2.0,ads
A-7d514c,Basic,323,3.0,3.0,organic
A-d3c88e,Basic,304,3.0,3.0,event
A-0651a4,Basic,304,3.0,4.0,organic
A-f97b9a,Basic,304,1.0,7.0,event
A-5f2961,Basic,304,3.0,1.0,partner
A-3b5cd1,Basic,304,2.0,5.0,event
A-8b25f2,Pro,294,3.0,2.0,ads
A-977ca0,Pro,294,3.0,3.0,partner
A-3cc791,Pro,294,3.0,6.0,other
A-7c6b6b,Pro,294,3.0,5.0,other
A-cbd1a3,Pro,294,3.0,4.0,other
A-c37601,Pro,294,2.0,4.0,partner
A-4e0e85,Pro,294,2.0,2.0,organic
A-249769,Pro,294,3.0,2.0,event
A-58b9ff,Pro,294,2.0,2.0,partner
A-8ed5dd,Basic,285,0.0,6.0,event
A-c42f1f,Basic,285,3.0,9.0,other
A-6c093d,Basic,285,3.0,3.0,partner
A-6c093d,Basic,285,3.0,3.0,partner
A-118d55,Basic,285,1.0,5.0,organic
A-726cfa,Basic,285,3.0,3.0,partner
A-de58ca,Basic,285,3.0,5.0,organic
A-71615e,Basic,285,3.0,1.0,organic
A-309e54,Basic,285,2.0,5.0,other
A-b3fe05,Basic,285,1.0,4.0,partner
A-9f0b68,Basic,266,2.0,3.0,ads
A-a09355,Basic,266,2.0,5.0,organic
A-17939a,Basic,266,3.0,7.0,organic
A-425e76,Basic,266,1.0,5.0,other
A-726cfa,Basic,266,2.0,3.0,partner
A-241e75,Basic,266,3.0,4.0,partner
A-a8d89d,Basic,247,3.0,2.0,ads
A-7da956,Basic,247,3.0,3.0,event
A-cc102e,Basic,247,2.0,4.0,partner
A-39b19f,Basic,247,2.0,6.0,partner
A-7da956,Basic,247,2.0,3.0,event
A-bcf664,Basic,247,3.0,5.0,other
A-1f559b,Basic,247,3.0,5.0,organic
A-659280,Basic,247,1.0,4.0,event
A-c16cf7,Basic,247,3.0,3.0,event
A-53f4e3,Basic,247,2.0,5.0,event
A-779e4e,Pro,245,1.0,5.0,organic
A-1f559b,Pro,245,3.0,5.0,organic
A-de24d5,Pro,245,3.0,7.0,other
A-9b9fe9,Pro,245,0.0,4.0,other
A-fd7ad3,Basic,228,3.0,8.0,event
A-524364,Basic,228,2.0,3.0,partner
A-0a282f,Basic,228,3.0,3.0,organic
A-6da850,Basic,228,3.0,5.0,organic
A-df1e44,Basic,228,0.0,2.0,organic
A-4e960a,Basic,228,3.0,6.0,other
A-58b9ff,Basic,228,2.0,2.0,partner
A-4e960a,Basic,228,2.0,6.0,other
A-b7724f,Basic,228,2.0,3.0,organic
A-8145a0,Basic,228,2.0,6.0,partner
A-558c72,Basic,228,1.0,4.0,organic
A-0b0d6d,Basic,228,3.0,5.0,organic
A-6dee43,Basic,228,2.0,5.0,other
A-bf7919,Basic,228,2.0,2.0,organic
A-0e966d,Basic,209,2.0,3.0,ads
A-0f3e88,Basic,209,3.0,3.0,other
A-2b9d3e,Basic,209,2.0,3.0,partner
A-69fad4,Basic,209,2.0,4.0,ads
A-2789e3,Basic,209,3.0,4.0,partner
A-b2af2e,Basic,209,2.0,2.0,event
A-51ec1b,Basic,209,3.0,3.0,ads
A-4e44e8,Basic,209,2.0,3.0,ads
A-544d0a,Basic,209,3.0,2.0,organic
A-940b8b,Enterprise,199,3.0,3.0,organic
A-417d2f,Pro,196,3.0,6.0,partner
A-7a0d69,Pro,196,3.0,2.0,ads
A-417d2f,Pro,196,3.0,6.0,partner
A-f3ff05,Pro,196,2.0,3.0,other
A-1b9609,Pro,196,3.0,4.0,ads
A-751bd4,Basic,190,2.0,6.0,partner
A-e7a1e2,Basic,190,0.0,1.0,event
A-692f18,Basic,190,2.0,2.0,other
A-474ad4,Basic,190,3.0,3.0,organic
A-bcf87c,Basic,190,3.0,2.0,event
A-c62e55,Basic,190,3.0,4.0,partner
A-8b25f2,Basic,190,3.0,2.0,ads
A-c9bb3e,Basic,190,1.0,7.0,ads
A-de24d5,Basic,190,2.0,7.0,other
A-8ae3fc,Basic,171,3.0,4.0,ads
A-05d3b3,Basic,171,3.0,6.0,ads
A-6e7827,Basic,171,2.0,2.0,other
A-712426,Basic,171,0.0,6.0,other
A-684255,Basic,171,3.0,4.0,ads
A-a6d261,Basic,171,2.0,4.0,other
A-712426,Basic,171,2.0,6.0,other
A-9ee962,Basic,171,3.0,3.0,ads
A-7c4956,Basic,171,1.0,3.0,ads
A-8ae3fc,Basic,171,3.0,4.0,ads
A-6e08f3,Basic,152,2.0,2.0,event
A-22d9d2,Basic,152,3.0,6.0,event
A-c42f1f,Basic,152,2.0,9.0,other
A-443b7c,Basic,152,3.0,8.0,other
A-7c5768,Basic,152,3.0,5.0,event
A-e19ff6,Basic,152,3.0,3.0,partner
A-425e76,Basic,152,3.0,5.0,other
A-bc87bc,Basic,152,2.0,7.0,event
A-029f69,Pro,147,2.0,2.0,event
A-ced9aa,Pro,147,3.0,7.0,other
A-029f69,Pro,147,3.0,2.0,event
A-ced9aa,Pro,147,2.0,7.0,other
A-fda07f,Basic,133,3.0,5.0,partner
A-1f559b,Basic,133,2.0,5.0,organic
A-c45b23,Basic,133,2.0,3.0,partner
A-5a92e7,Basic,133,3.0,7.0,ads
A-3be56b,Basic,133,2.0,4.0,event
A-700ade,Basic,133,1.0,4.0,organic
A-098560,Basic,133,2.0,2.0,ads
A-439b2f,Basic,133,3.0,3.0,ads
A-0f3e88,Basic,133,3.0,3.0,other
A-354f12,Basic,133,3.0,2.0,ads
A-a8b49c,Basic,133,3.0,1.0,partner
A-3c1a3f,Basic,133,2.0,4.0,event
A-439b2f,Basic,114,3.0,3.0,ads
A-4ae22a,Basic,114,3.0,3.0,other
A-7a0d69,Basic,114,2.0,2.0,ads
A-5a92e7,Basic,114,3.0,7.0,ads
A-e83938,Pro,98,3.0,4.0,other
A-58b9ff,Pro,98,3.0,2.0,partner
A-86cdb4,Pro,98,3.0,5.0,partner
A-adc1f3,Pro,98,0.0,3.0,organic
A-038089,Basic,95,3.0,6.0,other
A-eb7c38,Basic,95,2.0,5.0,organic
A-b30291,Basic,95,1.0,1.0,event
A-8ed5dd,Basic,95,2.0,6.0,event
A-de24d5,Basic,95,3.0,7.0,other
A-b30291,Basic,95,2.0,1.0,event
A-f446b6,Basic,95,3.0,8.0,ads
A-439b2f,Basic,76,1.0,3.0,ads
A-8adedc,Basic,76,3.0,4.0,event
A-8adedc,Basic,76,0.0,4.0,event
A-c7e58b,Basic,57,3.0,5.0,other
A-7c5768,Basic,57,3.0,5.0,event
A-443b7c,Basic,57,3.0,8.0,other
A-42b791,Basic,57,3.0,3.0,event
A-e19ff6,Pro,49,2.0,3.0,partner
A-700ade,Pro,49,3.0,4.0,organic
A-6f8ad2,Pro,49,3.0,4.0,organic
A-e83938,Basic,38,2.0,4.0,other
A-f1f639,Basic,38,2.0,7.0,ads
A-ba6516,Pro,0,3.0,6.0,ads
A-5a92e7,Enterprise,0,3.0,7.0,ads
A-158f4e,Pro,0,2.0,5.0,other
A-42e5e1,Basic,0,3.0,3.0,ads
A-3b5cd1,Pro,0,0.0,5.0,event
A-3cc791,Basic,0,3.0,6.0,other
A-432483,Basic,0,2.0,1.0,ads
A-68f37c,Basic,0,1.0,5.0,ads
A-1f0636,Pro,0,3.0,2.0,partner
A-462d45,Pro,0,3.0,4.0,partner
A-474ad4,Enterprise,0,3.0,3.0,organic
A-331424,Pro,0,2.0,2.0,organic
A-fd9422,Pro,0,2.0,6.0,organic
A-bd4708,Pro,0,2.0,4.0,ads
A-02cd81,Pro,0,2.0,3.0,other
A-8adedc,Enterprise,0,3.0,4.0,event
A-de58ca,Pro,0,2.0,5.0,organic
A-dec005,Pro,0,3.0,2.0,partner
A-fce879,Pro,0,3.0,2.0,partner
A-30b4ca,Pro,0,2.0,3.0,organic
A-3a5ad8,Enterprise,0,3.0,4.0,organic
A-ff79f2,Enterprise,0,3.0,2.0,ads
A-117171,Pro,0,3.0,6.0,organic
A-1ac5e0,Basic,0,2.0,7.0,event
A-716841,Enterprise,0,2.0,5.0,other
A-e36807,Basic,0,3.0,2.0,other
A-e4144b,Enterprise,0,2.0,3.0,other
A-cb5333,Basic,0,2.0,4.0,ads
A-13466a,Basic,0,1.0,3.0,event
A-c9bb3e,Enterprise,0,3.0,7.0,ads
A-157070,Pro,0,2.0,3.0,ads
A-1b9609,Enterprise,0,3.0,4.0,ads
A-712426,Enterprise,0,1.0,6.0,other
A-4e0e85,Pro,0,1.0,2.0,organic
A-9b9fe9,Basic,0,3.0,4.0,other
A-94d3da,Basic,0,3.0,6.0,other
A-089363,Enterprise,0,2.0,3.0,event
A-ab438f,Pro,0,3.0,2.0,ads
A-aa9511,Enterprise,0,2.0,2.0,other
A-0be015,Basic,0,3.0,7.0,event
A-9779ad,Basic,0,2.0,3.0,event
A-8b25f2,Enterprise,0,3.0,2.0,ads
A-029f69,Enterprise,0,3.0,2.0,event
A-69b156,Pro,0,1.0,7.0,other
A-faa28c,Basic,0,1.0,4.0,organic
A-5247b3,Pro,0,3.0,5.0,partner
A-94f8c9,Enterprise,0,1.0,3.0,other
A-993085,Enterprise,0,1.0,4.0,ads
A-5a184f,Pro,0,2.0,3.0,other
A-f45426,Basic,0,3.0,3.0,organic
A-474ad4,Pro,0,2.0,3.0,organic
A-bf7919,Enterprise,0,1.0,2.0,organic
A-7da956,Basic,0,2.0,3.0,event
A-59f724,Basic,0,3.0,4.0,other
A-e2cd1b,Enterprise,0,3.0,5.0,other
A-de24d5,Enterprise,0,1.0,7.0,other
A-a45270,Enterprise,0,3.0,4.0,ads
A-b9f5b1,Enterprise,0,2.0,6.0,other
A-8ae05d,Basic,0,1.0,1.0,other
A-089363,Pro,0,2.0,3.0,event
A-089363,Enterprise,0,1.0,3.0,event
A-a1bbb6,Pro,0,2.0,3.0,organic
A-86fc1d,Enterprise,0,3.0,5.0,partner
A-2b9d3e,Enterprise,0,3.0,3.0,partner
A-a8d89d,Basic,0,3.0,2.0,ads
A-35083d,Pro,0,2.0,4.0,partner
A-87aa7b,Pro,0,1.0,3.0,organic
A-098560,Pro,0,3.0,2.0,ads
A-4a4c2d,Basic,0,2.0,5.0,event
A-81edc3,Enterprise,0,3.0,3.0,ads
A-1b707d,Basic,0,2.0,3.0,organic
A-4bfa33,Enterprise,0,3.0,4.0,event
A-798a3f,Enterprise,0,3.0,5.0,other
A-86fc1d,Basic,0,2.0,5.0,partner
A-f44180,Enterprise,0,1.0,2.0,event
A-58b9ff,Pro,0,1.0,2.0,partner
A-ff3c73,Basic,0,2.0,2.0,other
A-118f1c,Pro,0,3.0,1.0,other
A-9174e0,Enterprise,0,3.0,2.0,partner
A-5a215a,Enterprise,0,0.0,4.0,other
A-7988d1,Basic,0,2.0,3.0,other
A-94d3da,Pro,0,3.0,6.0,other
A-fe79a5,Enterprise,0,3.0,4.0,ads
A-eb7c38,Enterprise,0,3.0,5.0,organic
A-5f7781,Pro,0,3.0,2.0,other
A-65aeb5,Enterprise,0,1.0,2.0,partner
